Time_abs/ps, Signal 1/nA, Signal 2/nA
  1889.650,    74.433099,    -0.028719
  1889.700,    61.141798,    -0.027525
  1889.750,    45.512558,    -0.056822
  1889.800,    28.825036,    -0.019575
  1889.850,    12.464432,    -0.014140
  1889.900,    -2.531805,    -0.025056
  1889.950,   -15.363771,     0.009350
  1890.000,   -25.238179,     0.014380
  1890.050,   -31.898087,     0.020352
  1890.100,   -35.364975,     0.041922
  1890.150,   -35.804357,     0.047451
  1890.200,   -33.604446,     0.037549
  1890.250,   -29.544974,     0.027323
  1890.300,   -24.316901,     0.040344
  1890.350,   -18.445200,     0.009540
  1890.400,   -12.702835,     0.012640
  1890.450,    -7.675843,     0.021248
  1890.500,    -3.662618,    -0.003996
  1890.550,    -0.661420,    -0.023584
  1890.600,     1.337197,    -0.010214
  1890.650,     2.651854,    -0.016115
  1890.700,     3.542549,    -0.043063
  1890.750,     4.243269,    -0.032938
  1890.800,     4.704630,     0.003400
  1890.850,     4.840914,    -0.022072
  1890.900,     4.517998,    -0.028428
  1890.950,     3.744129,    -0.006457
  1891.000,     2.348186,    -0.017990
  1891.050,     0.493586,    -0.041722
  1891.100,    -1.616468,    -0.007579
  1891.150,    -3.809618,    -0.003374
  1891.200,    -5.615763,     0.021044
  1891.250,    -6.751850,     0.011989
  1891.300,    -6.947502,     0.010136
  1891.350,    -6.234818,     0.025657
  1891.400,    -4.604515,     0.022630
  1891.450,    -2.405809,     0.004885
  1891.500,     0.224517,    -0.002435
  1891.550,     2.821873,    -0.009400
  1891.600,     4.703209,    -0.016141
  1891.650,     5.773757,    -0.009450
  1891.700,     5.805090,    -0.002903
  1891.750,     4.765844,    -0.007322
  1891.800,     3.100368,    -0.001617
  1891.850,     1.073839,    -0.022519
  1891.900,    -1.118260,    -0.035103
  1891.950,    -3.112765,    -0.016416
  1892.000,    -4.599139,    -0.026513
  1892.050,    -5.606949,    -0.004813
  1892.100,    -5.880633,    -0.003248
  1892.150,    -5.719476,    -0.022019
  1892.200,    -5.066738,    -0.015562
  1892.250,    -4.235965,     0.013001
  1892.300,    -3.287546,    -0.000122
  1892.350,    -2.449384,    -0.010745
  1892.400,    -1.694532,     0.001021
  1892.450,    -0.804888,    -0.015322
  1892.500,    -0.173277,    -0.012358
  1892.550,     0.436109,    -0.009573
  1892.600,     1.219206,    -0.015068
  1892.650,     2.037783,    -0.023682
  1892.700,     2.711161,    -0.034213
  1892.750,     2.974316,    -0.017461
  1892.800,     2.722337,    -0.014125
  1892.850,     1.922655,    -0.029787
  1892.900,     0.609029,    -0.043927
  1892.950,    -0.955632,    -0.014069
  1893.000,    -2.665259,    -0.006730
  1893.050,    -4.281904,    -0.017220
  1893.100,    -5.447285,    -0.000495
  1893.150,    -6.093122,    -0.008778
  1893.200,    -6.196295,     0.010101
  1893.250,    -5.628529,     0.018978
  1893.300,    -4.857804,    -0.010490
  1893.350,    -3.717455,     0.007569
  1893.400,    -2.575119,     0.011369
  1893.450,    -1.825944,     0.042199
  1893.500,    -1.207874,     0.031731
  1893.550,    -0.894724,     0.047906
  1893.600,    -1.194703,     0.021984
  1893.650,    -1.517919,     0.008956
  1893.700,    -2.115598,     0.001954
  1893.750,    -2.608119,    -0.027587
  1893.800,    -2.395146,    -0.003657
  1893.850,    -1.634512,    -0.020206
  1893.900,    -0.504513,    -0.035968
  1893.950,     0.914423,    -0.042003
  1894.000,     2.312069,    -0.054623
  1894.050,     3.560984,    -0.025305
  1894.100,     4.557679,    -0.036007
  1894.150,     5.154340,    -0.045341
  1894.200,     5.412763,    -0.029626
  1894.250,     5.127008,     0.000963
  1894.300,     4.665455,    -0.009155
  1894.350,     3.678007,    -0.027274
  1894.400,     2.488000,     0.007232
  1894.450,     0.954154,    -0.002083
  1894.500,    -0.623037,    -0.007721
  1894.550,    -2.124081,     0.003041
  1894.600,    -3.487357,     0.036063
  1894.650,    -4.442567,     0.043467
  1894.700,    -5.163455,     0.032307
  1894.750,    -5.494893,     0.036609
  1894.800,    -5.593943,     0.045711
  1894.850,    -5.409900,     0.035670
  1894.900,    -4.950438,     0.006260
  1894.950,    -4.385670,    -0.007673
  1895.000,    -3.607807,     0.011854
  1895.050,    -2.900003,    -0.021627
  1895.100,    -2.151179,    -0.036415
  1895.150,    -1.523055,    -0.019372
  1895.200,    -0.868911,    -0.026891
  1895.250,    -0.356591,    -0.030998
  1895.300,     0.172473,    -0.037391
  1895.350,     0.807039,    -0.032719
  1895.400,     1.591361,    -0.035516
  1895.450,     2.244099,    -0.002976
  1895.500,     2.559876,    -0.018919
  1895.550,     2.669614,    -0.003616
  1895.600,     2.620441,     0.006333
  1895.650,     2.435349,     0.000961
  1895.700,     2.211918,     0.023176
  1895.750,     1.880980,     0.026574
  1895.800,     1.609177,     0.023554
  1895.850,     1.411368,     0.029825
  1895.900,     1.248172,     0.020842
  1895.950,     1.232308,     0.004521
  1896.000,     1.166079,     0.026339
  1896.050,     1.187059,     0.005538
  1896.100,     1.152286,    -0.012887
  1896.150,     1.118844,    -0.016242
  1896.200,     0.903627,    -0.012477
  1896.250,     0.683466,    -0.035112
  1896.300,     0.293290,    -0.030082
  1896.350,    -0.204622,    -0.042161
  1896.400,    -0.632723,    -0.017661
  1896.450,    -1.035994,    -0.034698
  1896.500,    -1.495114,    -0.039496
  1896.550,    -1.901010,    -0.013160
  1896.600,    -2.323946,    -0.027017
  1896.650,    -2.555011,    -0.000069
  1896.700,    -2.721252,     0.008864
  1896.750,    -2.765743,     0.002758
  1896.800,    -2.543049,     0.001295
  1896.850,    -2.274868,     0.031520
  1896.900,    -1.727097,    -0.009091
  1896.950,    -1.050884,     0.003510
  1897.000,    -0.360829,     0.004881
  1897.050,     0.126036,    -0.011976
  1897.100,     0.585268,     0.014311
  1897.150,     0.647973,     0.002114
  1897.200,     0.630220,    -0.015719
  1897.250,     0.562276,    -0.008792
  1897.300,     0.410325,    -0.028919
  1897.350,     0.355540,    -0.023354
  1897.400,     0.260112,    -0.019081
  1897.450,     0.462820,    -0.014421
  1897.500,     0.662465,    -0.022216
  1897.550,     0.931241,    -0.008111
  1897.600,     1.415604,     0.021808
  1897.650,     1.799234,    -0.001577
  1897.700,     2.200212,    -0.004967
  1897.750,     2.598839,     0.025906
  1897.800,     2.819984,     0.019000
  1897.850,     2.821972,     0.037525
  1897.900,     2.584152,     0.042998
  1897.950,     2.218690,     0.038701
  1898.000,     1.766634,     0.028441
  1898.050,     1.214670,     0.024730
  1898.100,     0.812631,     0.009360
  1898.150,     0.440738,    -0.000972
  1898.200,     0.126524,    -0.016288
  1898.250,     0.012027,    -0.012886
  1898.300,    -0.376458,    -0.005778
  1898.350,    -0.829695,    -0.026288
  1898.400,    -1.662035,    -0.055304
  1898.450,    -2.665757,    -0.048589
  1898.500,    -3.608322,    -0.050096
  1898.550,    -4.647031,    -0.064168
  1898.600,    -5.350754,    -0.035956
  1898.650,    -5.723285,    -0.054968
  1898.700,    -5.735412,    -0.015555
  1898.750,    -5.294380,    -0.012724
  1898.800,    -4.441720,    -0.020564
  1898.850,    -3.175358,     0.016642
  1898.900,    -1.445723,    -0.001656
  1898.950,     0.558129,     0.006911
  1899.000,     2.504598,     0.017810
  1899.050,     4.198256,     0.023869
  1899.100,     5.385379,     0.024975
  1899.150,     6.012366,     0.019552
  1899.200,     5.975539,     0.029003
  1899.250,     5.552512,     0.008262
  1899.300,     4.757696,     0.004752
  1899.350,     3.714789,     0.016616
  1899.400,     2.601811,     0.012577
  1899.450,     1.618578,    -0.029629
  1899.500,     0.832501,    -0.019913
  1899.550,     0.142355,    -0.020011
  1899.600,    -0.352792,    -0.031500
  1899.650,    -0.466815,    -0.029781
  1899.700,    -0.417984,    -0.042263
  1899.750,    -0.417405,    -0.004780
  1899.800,    -0.202996,    -0.021173
  1899.850,    -0.198987,    -0.025098
  1899.900,    -0.315875,    -0.012558
  1899.950,    -0.628041,     0.002850
  1900.000,    -1.226395,    -0.002541
  1900.050,    -2.088562,     0.017978
  1900.100,    -3.131376,     0.024465
  1900.150,    -4.414241,     0.033736
  1900.200,    -5.609938,     0.013653
  1900.250,    -6.766739,     0.001508
  1900.300,    -7.501607,     0.024261
